ACNO,Title,出版社,Authur Name
C-D3122,企業、會計、財務 新世界 (必修部份) 3: 基礎個人理財,導師出版社,"何健偉, 徐首忠"
C-D3123,企業、會計、財務 新世界 (選修單元一) 4上: 會計---財務會計,導師出版社,"何健偉, 李德明, 徐首忠"
C-D3124,企業、會計、財務 新世界 (選修單元一) 4中: 會計---財務會計,導師出版社,"何健偉, 李德明, 徐首忠"
C-D3125,企業、會計、財務 新世界 (選修單元二) 4下: 會計---成本會計,導師出版社,"何健偉, 李德明, 徐首忠"
C-D3126,高中文言文DSE應試學堂,香港教育圖書公司,"李紹宏, 嚴志恒, 劉可欣"
C-D3128,高中中國語文 文憑應試全貫通: 卷三聆聽及綜合1,匯知教育出版有限公司,"成千凡, 程妤芊, 羅允堯"
C-D3130,HKDSE考試系列: 中文科模擬試卷及得分攻略1(2015/16年版),樂思教育出版有限公司,"邱慶平, 莊玥"
C-D3131,HKDSE考試系列: 中文科模擬試卷及得分攻略3(2015年版),樂思教育出版有限公司,"梁慧敏博士, 邱銘熙老師"
C-D3132,新高中中國語文應試系列: 模擬試卷(2014加強版),樂思教育出版有限公司,"王嘉傑, 梁柏鍵, 許經豪等"
C-D3134,HKDSE先修班: 讀文言‧學文化1,樂思教育出版有限公司,
C-D3135,HKDSE先修班: 讀文言‧學文化2,樂思教育出版有限公司,
C-D3136,HKDSE先修班: 讀文言‧學文化3,樂思教育出版有限公司,
C-D3137,綠行香港: Hong Kong Green Routes,綠色力量,呂德恒
C-D3138,洪拳功法: 戰掌暨伏虎拳對拆,中拳國術總會,林鎮輝
C-D3139,數學百子櫃系列18: 中學生統計創意寫作比賽2013/14,教育局課程發展處數學教育組,
C-D3140,重大案件漫畫系列2: 假波風雲,廉政公署社區關係組,
C-D3143,皇村的故事: 俄羅斯歷史探秘 Stories of Tsarskoye Selo: A Journey into Russian History,香港歷史博物館,
C-D3144,皇村瑰寶: 俄羅斯宮廷文物展 Treasure From Tsarskoye Selo: Residence of the Russian Monarchs,香港歷史博物館,
C-D3145,培正數學邀請賽2014試題及題解,培正教育中心,"羅家豪, 陳鍵行, 程德永及其他數學資料庫成員"
C-D3153,3天讀懂心理學: 解讀人心的關鍵要訣 ,大是文化有限公司,大村政男
C-D3154,人體特異功能之謎 ,人類智庫股份有限公司,通鑑文化編
C-D3155,暹羅連體人之謎,新星出版社,埃勒里‧奎因 
C-D3156,武器百科: 世界各國武器圖典大觀 ,漢宇國際文化有限公司,常和
C-D3157,但願我第一天上課就知道的記憶法,文明魚,蔡英材
C-D3158,速決英語難點,商務印書館,蔡英材
C-D3159,拆解英語典型錯誤,商務印書館,蔡英材
C-D3160,學好英文先要知道錯甚麼,文明魚,蔡英材
C-D3161,中文不是理性語言,紅出版(青森文化),陳慶釗
C-D3162,港式中文與標準中文的比較,香港教育圖書公司,石定栩
C-D3163,中文數學交叉點,Achiever,歐陽偉豪
C-D3164,自然旅遊創作: 新界風物,香港教育圖書公司,香港嶺南大學人文學科研究中心
C-D3166,自然旅遊創作: 新界風物,香港教育圖書公司,"香港嶺南大學人文學科研究中心, 香港文學研究小組"
C-D3167,香港: 傘裏傘外博奕,明報出版社,"譚衛兒, 潘麗瓊, 雷鼎鳴等"
C-D3169,明察天下2,明報出版社,明報
C-D3170,吐露滋蘭,香港中文大學中國語言及文學系,
C-D3171,中華青少年禮儀故事,天地圖書有限公司,潘禮美
C-D3172,安逸成都,香港中國旅遊出版社,
C-D3173,長安亂,明報出版社有限公司,韓寒
C-D3174,像少年啦飛馳,明報出版社有限公司,韓寒
C-D3175,拆穿官場語言偽術,明報出版社有限公司,"蔡子強, 黃潔慧 "
C-D3176,香港節慶風俗,明報出版社有限公司,陳天權
C-D3177,香港絕不能忘記的三年零八個月: 戰時日軍在香港暴行,明報出版社有限公司,謝永光 
C-D3178,當代中國的八種社會思潮,明報出版社,馬立誠 
C-D3179,為極權抬轎的奴隸,明窗出版社有限公司,倪匡
C-D3180,跟孤獨及自卑說再見,明窗出版社,君比
C-D3181,正斗中文,明窗出版社,香港電台
C-D3183,生鬼文言文: 閱讀理解小貼士,明窗出版社有限公司,洪若震
C-D3184,生鬼文言文: 閱讀理解小貼士2,明窗出版社有限公司,洪若震
C-D3187,職場女王論,明窗出版社,張慧敏
C-D3188,吃回失去的健康,明窗出版社,陳慧?
C-D3189,理解不能?日本流行語100選,明窗出版社,婁吉瓊
C-D3190,擁抱快樂 告別抑鬱,明窗出版社,靜雪 
C-D3191,十傑: 十個傑出青年的故事,明窗出版社,十傑編輯委員
C-D3192,親子英語閱讀: 希臘史詩與神話,明窗出版社,Lisa Tam
C-D3193,就是喜歡你覺得我成何體統,明窗出版社,星屑醫生
C-D3195,職業大全 Smarties' Power English: A Kids' Guide to 50 Careers and English Learning,明報出版社有限公司,《明報》編輯部
C-D3196,一剎那的傾慕,明窗出版社,君比
C-D3197,Dr. Ray On Call 中: 急症室迎送生涯,明窗出版社,Dr. Ray
C-D3199,新七大奇蹟,日閱堂出版社,黑紙 x 9大人氣Bloggers
C-D3200,韓劇的守則,日閱堂出版社,林澤銘
C-D3201,愛，是樓價最高的細單位,日閱堂出版社,梁望?
C-D3202,保留回憶,日閱堂出版社,梁望?
C-D3203,吃掉瑪利亞,日閱堂出版社,林震宇
C-D3204,死亡在跳舞,日閱堂出版社,林震宇
C-D3208,天界行者,日閱堂出版社,藍若非
C-D3209,最強黑客,日閱堂出版社,藍若非
C-D3210,末日絮語,日閱堂出版社,梁偉洛(可洛)
C-D3211,鯨魚之城,日閱堂出版社,梁偉洛(可洛)
C-D3212,尋找老北京,CULT1+1‧明報出版社有限公司,"王貽興, Nacal Yung"
C-D3213,傷悲桑比,日閱堂出版社,王貽興
C-D3214,文言文閱讀理解系列: 古文今日賞(第一冊),明報教育出版社有限公司,蒙合心
C-D3215,文言文閱讀理解系列: 古文今日賞(第二冊),明報教育出版社有限公司,蒙合心
C-D3216,文言文閱讀理解系列: 古文今日賞(第三冊),明報教育出版社有限公司,蒙合心
C-D3217,中華經典導讀(上冊),北京大學出版社,"施仲謀, 杜若鴻, 烏翠文"
C-D3218,東京．遇見,天地圖書有限公司,孫恩立
C-D3219,思索香港,明報出版社有限公司,陳智遠
C-D3220,美國街頭巷尾最常用的生活片語 ,希伯崙,王琳紹
C-D3221,培正數學邀請賽2015試題及題解,培正專業書院,"羅家豪, 陳鍵行, 程德永及其他數學資料庫成員"
C-D3222,數學百子櫃系列20: 宇宙的尺度變異定律,教育局課程發展處數學教育組,
C-D3223,生活情境英語圖解大百科 ,希伯崙,王琳紹
C-D3224,善闖北極: 香港中文大學善衡書院北極考之旅,香港中文大學善衡書院,
C-D3227,悅讀中文: 文化一本通15/16,星島日報出版有限公司,"許淑美, 柯穎霖, 林可欣"
C-D3228,香港2014,地政總署測繪處,
C-D3229,香港2015,地政總署測繪處,
C-D3230,自然之旅在迪士尼: 自己徑導賞手冊,綠色力量,"鍾翠珊, 呂德恒"
C-D3231,大嶼山的自然瑰寶: The Gem of Lantau's Nature,綠色力量,"呂德恒, 曾康堯, 胡朗志等"
C-D3233,香港常用字: 字形精解,中華書局(香港)有限公司,潘慧如
C-D3234,快樂的翅膀,獲益出版事業有限公司,吳佩芳
C-D3235,危地馬拉的春天,藍出版,寶品
C-D3236,當老闆遇上草莓族,天窗出版,司徒永富
C-D3237,逆向飛翔生命的故事,紅出版(青森文化),香港撒瑪利亞防止自殺會
C-D3238,山野無痕: Hong Kong Outdoor Ethics,生態巴士 ,張佩琪
C-D3239,靖國神社告訴我們: 香港中學生「紀念抗日戰爭勝利七十週年日本考察學習之旅」心聲集,中華書局(香港)有限公司,何漢權
C-D3240,香港印象,突破出版社,玄萱
C-D3241,大我為先: 改變自己、改變企業、改變世界: 邁向世界第一的製衣企業,灼見名家傳媒有限公司,羅美風
C-D3242,玩轉海南海陸行,香港中國旅遊出版社,郭惠儀
C-D3243,看影片學英語跟老外做朋友 ,希伯崙,王琳詔
C-D3244,STEP BY STEP英文寫作特訓班,希伯崙,王琳詔
C-D3246,培正數學邀請賽2016試題及題解,培正專業書院,"羅家豪, 陳鍵行, 程德永及其他數學資料庫成員"
C-D3247,香港基本法問答,三聯書店(香港)有限公司,王鎵禹
C-D3248,數學百子櫃系列22: 中學生統計創意寫作比賽2015/16,教育局課程發展處數學教育組,
C-D3249,"錯愛方程式,",天地圖書有限公司,孫恩立
C-D3250,香港史: 從鴉片戰爭到殖民終結,商務印書館(香港)有限公司,法蘭克.韋爾許(Frank Welsh)
C-D3251,做海做魚: 康港漁業的故事,三聯書店(香港)有限公司," 羅家輝, 吳家文, 尤炳軒"
C-D3252,我們一起悅讀的日子,日月出版,宋敏菁
C-D3253,悅讀，從少年起步,日月出版,
C-D3254,中國文化知識360(上冊),導師出版社有限公司,
C-D3255,中國文化知識360(下冊),導師出版社有限公司,
C-D3256,慧質蘭心: 一個台灣女子的傳奇故事,星島日報出版有限公司,
C-D3257,粵音正讀字彙,香港教育圖書公司,"何文匯, 朱國藩"
C-D3261,吃出白淨肌膚,,杜紹鵬
C-D3262,你是說話高手嗎?,,戴晨志
C-D3266,"365, 每天為自己加油的一句話",,金明愛
C-D3267,5**作文: 審題、立意、取材,明窗出版社,"歐陽偉豪, 陳栩婷, 吳穎, 劉亦敏　 "
C-D3268,5**作文: 審題、立意、取材,明窗出版社,"歐陽偉豪, 陳栩婷, 吳穎, 劉亦敏　 "
C-D3269,5**預備班: 作文: 修辭之是是非非,明窗出版社,"歐陽偉豪, 馬子雄, 吳芊惠, 陳華添, 盧芷茵"
C-D3274,一座池城,明報出版社有限公司,韓寒
C-D3275,1988我想和這個世界談談 ,明報出版社有限公司,韓寒
C-D3276,空轉人生2,日閱堂出版社,王貽興
C-D3277,空轉人生3,日閱堂出版社,王貽興
C-D3278,人生一路,日閱堂出版社,王貽興
C-D3279,玩轉南半球: 曶利、秘魯,白象文化事業有限公司,鄧予立
C-D3280,香港非物質文化遺產,明報出版社,何耀生
C-D3281,樂遊新界街市,明報出版社,"爾東, 何泳儀, 張淑茵, "
C-D3282,我也可以了不起 ,明窗出版社,張潤衡
C-D3283,莫言 短篇作品集,明報出版社有限公司,莫言
C-D3284,我在中國的那些日子: 一位日本青年學者在中國的十年經驗之談,明報出版社有限公司,加藤嘉一
C-D3285,時間的旅人,明報出版社有限公司,張曼娟 
C-D3286,職場「徐」意門~新丁求Carry~ ,China Academy of Culture Ltd,徐聯安
C-D3287,飛躍‧中南美,白象文化事業有限公司,鄧子立
C-D3288,走一趟神奇的天路,白象文化事業有限公司,鄧子立
C-D3289,歐遊六國: 奧、德、俄、烏、波、捷 ,白象文化事業有限公司,鄧子立
C-D3290,悅讀中文: 文化一本通17/18,星島日報出版有限公司,"柯穎霖, 吳素君"
C-D3292,日本文化,香港日本語教育研究會,
C-D3293,日語必學基本功 五十音+句型+會話,希伯崙,
C-D3294,老闆要你會的職場英語必用句,希伯崙,
C-D3295,樂戶台灣: 移居生活提案,天窗出版社有限公司,黃璟瑜
C-D3296,四川好玩,香港中國旅遊出版社,
C-D3297,培正數學邀請賽2017試題及題解,培正專業書院,"羅家豪, 程德永、評百楠及其他數學資料庫成員"
C-D3298,正向教練學: 正向心理學的人生技法,明窗出版社,"陶兆輝, 劉遠章"
C-D3299,活得更快樂 - 人際關係的64個學分,明窗出版社,葛雋
C-D3300,松頭再來 ,明窗出版社, 洪松蔭 
C-D3301,人生有幾個十年,明窗出版社,無止橋慈善基金
C-D3302,飄逝的紅舞鞋,明報出版社有限公司,梁菲
C-D3303,DSE中文科文言範文精讀 (上冊),明窗出版社,"袁苡晴, 楊玉潔, 任芷華 "
C-D3304,DSE中文科文言範文精讀 (中冊),明窗出版社,"袁苡晴, 楊玉潔, 任芷華 "
C-D3305,DSE中文科文言範文精讀 (下冊),明窗出版社,"袁苡晴, 楊玉潔, 任芷華 "
C-D3306,相聚之祭,天地圖書,孫恩立
C-D3307,你是如此的難以忘記,明文出版社,Adelaide
C-D3308,香港青少年數學精英選拔賽 : 邊解邊學(第四冊),香港數理教育學會,"馮德華, 徐崑玉"
C-D3309,香港2017,地政總署測繪處,
C-D3310,世界盃50巨星,台灣東販股份有限公司,傑拉德 
C-D3311,非住不可(中國篇),香港中國旅遊出版社,郭惠儀
C-D3312,日語必學基本功: 五十音+句型+會話,希伯崙,佐藤生
C-D3313,Go Traveling學好英語環遊世界,希伯崙,LiveABC編輯群 
C-D3314,星級通識筆記攻略,明窗出版社,"許承恩, 朱孝達"
C-D3318,齊讀中英經典200字,明窗出版社,許承恩
C-D3319,生鬼文言文2: 閱讀理解小貼士,明窗出版社有限公司,洪若震
C-D3320,Ben Sir撐你學好文言文,明窗出版社有限公司,Ben Sir
C-D3323,5**預備班: 作文: 記敘描寫抒情 ,明窗出版社," 歐陽偉豪, 馬子雄, 吳芊惠, 陳華添, 盧芷茵 "
C-D3324,5**預備班: 作文: 說明議論游說,明窗出版社," 歐陽偉豪, 馬子雄, 吳芊惠, 陳華添, 盧芷茵 "
C-D3325,5**作文: 角度層次、意念推廣,明窗出版社,袁苡晴
C-D3326,5** 作文: ?釋古今中外例子,明窗出版社," 歐陽偉豪, 吳穎, 陳栩婷, 王均行, 陳樂生, 唐嘉雯"
C-D3327,DSE中文科: 攻破說話卷,明窗出版社,袁苡晴
C-D3328,勵志英語Inspirational English 1,明窗出版社,Mark Lai King Lau
C-D3329,勵志英語Inspirational English 2,明窗出版社,Mark Lai King Lau
C-D3331,搞鬼搣時日記,明窗出版社有限公司,君比
C-D3332,我們的夢想: 初出茅廬的狀元醫生 ,明窗出版社有限公司, 林凱健 
C-D3333,我們的夢想: 毋忘初心的科學家,明窗出版社有限公司,陳浩然
C-D3334,半個醫生On Call中,明窗出版社有限公司,Dr. Ray
C-D3335,半個醫生On Call中2,明窗出版社有限公司,Dr. Ray
C-D3336,第二種人(珍藏版),明窗出版社,衛斯理(倪匡)
C-D3337,後備(珍藏版),明窗出版社,衛斯理(倪匡)
C-D3338,《南華早報》首位華人副總編輯精選: 讀書評學英語,明窗出版社,馮強
C-D3339,《南華早報》首位華人副總編輯精選: 報章好英語950(健康‧個人成長),明窗出版社,馮強
C-D3340,《南華早報》首位華人副總編輯精選: 30篇文章教你300個應用英語詞彙,明窗出版社,馮強
C-D3341,駐日記: 日韓藝能新明解,日閱堂出版社,婁吉瓊
C-D3342,"幸福就是在沙漠流浪後, 找到綠洲",日閱堂出版社,李專
C-D3343,我也可以了不起,明窗出版社,張潤衡
C-D3344,來自遠方的呼喚,明窗出版社,無止橋慈善基金作
C-D3345,孔子的敵人,明窗出版社,卓韻芝
C-D3346,我們的夢想: 常存感恩的聲樂家,明窗出版社,梁頌儀
C-D3347,人生有幾個十年,明窗出版社,無止橋
C-D3348,高效學習: 10A狀元讀書有法,明窗出版社,施俊輝
C-D3349,無言老師: 遺體捐贈者給我們的生死教育課,明窗出版社,"陳新安, 伍桂麟"
C-D3350,園藝治療: 種出身心好健康,明窗出版社,馮婉儀
C-D3351,職業大全 Smarties' Power English: A Kids' Guide to 50 Careers and English Learning,明報出版社有限公司,《明報》編輯部
C-D3352,"我的朋友, 奧斯汀.....星際人",香港新華書城出版有限公司,伊霖‧劉
C-D3353,理動人心: 我們的師生校友,香港理工大學,
C-D3354,用數學的語言看世界: 一位博士爸爸送給女兒的數學之書 發現數學真正的趣味、價值與美,臉譜/城邦文化,大栗博司
C-D3355,大愛 感悟人生,威爾斯親王醫院,
C-D3356,齊物論,,
C-D3358,心動的瞬間: 愛情微小說集,天地圖書有限公司,孫恩立
C-D3359,百物一天: 香港1935,香港文化博物館,
C-D3360,少年: 悅讀書心,日月出版,
C-D3361,野地果,突破出版社,胡燕青
C-D3362,校園爆足一周,博學出版社,華容道
C-D3363,香港音樂的前世今生: 香港早期音樂發展歷程(1930s-1950s),三聯書店(香港)有限公司,周光蓁
C-D3364,情境式西班牙語圖解字典(全新增修版),希伯崙,周光蓁
C-D3365,韓語入門80堂課字母+發音+實用短句,希伯崙,王蜜亞
C-D3366,雪泥鴻爪 匯編二,花木蘭文化事業有限公司,香港東坡詩社社員
C-D3368,邁向5**中文寫作之路 文憑試狀元及中文高材生精選作文50篇,Hong Kong Joint-Us Press Limited,
C-D3370,香港歌詞導賞,匯智出版有限公司,"黃志華, 朱耀偉"
C-D3371,你看街邊招牌,非凡出版,李健明
C-D3372,筆端少年,非凡出版,李健明
C-D3373,三字經與現代社會,中華書局(香港)有限公司," 施仲謀, 李敬邦"
C-D3374,地極天邊,明文出版社,吳靈豐
C-D3375,中國遠征軍(上篇)滇緬戰爭拚圖,紅出版(青森文化),袁梅芳、呂牧昀編著
C-D3376,中國遠征軍(下篇)滇緬戰爭拚圖,紅出版(青森文化),袁梅芳、呂牧昀編著
C-D3377,華夏盃: 全國數學奧林匹克試題集(2019年版),香港數學奧林匹克協會出版社,陳港建
C-D3378,華夏盃: 全國數學奧林匹克試題集(2019年版),香港數學奧林匹克協會出版社,鍾景豪
C-D3379,香港2018,地政總署測繪處,
C-D3380,厚生與創業: 維他奶五十年(一九四零至一九九零),維他奶國際集團有限公司,蔡寶瓊
C-D3381,香港2010,地政總署測繪處,
C-D3382,香港文學展顏第二十三輯(修訂本) : 二零一六年中文文學創作獎獲獎作品集,香港公共圖書館,
C-D3383,香港文學展顏第二十三輯: 二零一八年中文文學創作獎獲獎作品集,香港公共圖書館,
C-D3384,歷史旅程 新課題系列(校本版)(教師用書) 課題3: 伊斯蘭文明的興起與中古時代歐亞的文化交流,雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3385,歷史旅程 新課題系列(校本版)(教師用書) 課題3: 伊斯蘭文明的興起與中古時代歐亞的文化交流,雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3386,歷史旅程 新課題系列 二上(教師用書),雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3387,歷史旅程 新課題系列 二上(教師用書),雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3388,歷史旅程 新課題系列 二上作業(教師用書),雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3389,歷史旅程 新課題系列 二上作業(教師用書),雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3390,歷史旅程 新課題系列 二下(教師用書),雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3391,歷史旅程 新課題系列 二下(教師用書),雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3392,歷史旅程 新課題系列 二下業(教師用書),雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3393,歷史旅程 新課題系列 二下作業(教師用書),雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3394,歷史旅程 新課題系列(校本版)(教師用書) 課題3 作業: 伊斯蘭文明的興起與中古時代歐亞的文化交流,雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3395,歷史旅程 新課題系列(校本版)(教師用書) 課題3 作業: 伊斯蘭文明的興起與中古時代歐亞的文化交流,雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3396,歷史旅程 新課題系列: 01 教學素材包(新課題) 課題5及課題7,雅集出版社有限公司,
C-D3397,歷史旅程 新課題系列: 01 教學素材包(新課題) 課題5及課題7,雅集出版社有限公司,
C-D3398,歷史旅程 新課題系列: 02 溫習筆記,雅集出版社有限公司,
C-D3399,歷史旅程 新課題系列: 02 溫習筆記,雅集出版社有限公司,
C-D3400,歷史旅程 新課題系列: 07 歷史技能手冊(附技能訓練練習),雅集出版社有限公司,
C-D3401,歷史旅程 新課題系列: 07 歷史技能手冊(附技能訓練練習),雅集出版社有限公司,
C-D3402,抗戰歷史現場直擊1: 侵略與救亡,中華教育,"阮家新, 高玉亭, 胡景芳等"
C-D3403,中華名人小故事1: 毛澤東,中華教育,韓毓海
C-D3404,萬里赴戎機: 中國軍隊非洲維和紀實 ,中華教育,黎雲
C-D3406,望子成龍的迷思,中華書局(香港)有限公司,林少?博士、黎子良博士
C-D3407,與你同行: 香港空調巴士漫遊,中華書局(香港)有限公司,李漢華
C-D3408,藝術家的情與結,中華書局(香港)有限公司,江啟明
C-D3409,鐵漢柔情: 香港建築扎鐵業發展史,中華書局(香港)有限公司,劉智鵬
C-D3410,IT男與藝術女的戀愛冒險,中華書局(香港)有限公司,Bonnie Pang
C-D3411,香港六度行,中華書局(香港)有限公司,舒新城
C-D3412,錢穆史學導論: 兩岸三地傳承,中華書局(香港)有限公司,周佳榮
C-D3413,科學外史: 古代科學篇,中華書局(香港)有限公司,江曉原
C-D3414,香港海上交通170年,中華書局(香港)有限公司," 陳志華, 李青儀, 盧柊泠, 黃曉鳳"
C-D3415,像她們這樣的兩個女子,中華書局(香港)有限公司,何福仁
C-D3417,中華名人小故事9: 季羨林,中華教育,"郭梅, 楊溢"
C-D3418,中華名人小故事8: 饒宗頤,中華教育,嚴海建
C-D3419,論中國特色社會主義制度,新民主出版社有限公司,何毅亭
C-D3420,「一帶一路」打通商脈與文脈 ,開明書店,趙磊
C-D3421,二十五史新編6: 宋書‧南齊書‧梁書‧陳書,中華書局(香港)有限公司,章義和
C-D3422,二十五史新編12: 元史,中華書局(香港)有限公司,劉迎勝
C-D3423,天外來客: 隕石的故事,中華教育,"朱文暉, 王玉清"
C-D3424,中華名人小故事10: 葉嘉瑩,中華教育,熊燁
C-D3425,中華名人小故事11: 王選,中華教育,白晶
C-D3426,成語裏的家風(一): 家庭倫理篇,中華教育,王立群
C-D3427,抗戰記憶系列: 南京那一年,中華教育,"武建華, 葉兆言"
C-D3428,二十五史新編3: 後漢書,中華書局(香港)有限公司,"陳勇, 莊和"
C-D3429,成語裏的家風(三): 克己慎行篇,中華教育,王立群
C-D3430,抗戰歷史現場直擊2: 戰役與戰鬥,中華教育,"阮家新, 高玉亭, 胡景芳等"
C-D3431,抗戰歷史現場直擊3: 正義與勝利,中華教育,"阮家新, 高玉亭, 胡景芳等"
C-D3432,神祕旅程,中華書局(香港)有限公司,"阮家新, 高玉亭, 胡景芳等"
C-D3433,商城故事: 銅鑼灣百年變遷,中華書局(香港)有限公司,鍾寶賢
C-D3434,非虛構作業,中華書局(香港)有限公司,羅貴祥
C-D3435,放爾千山萬水身,中華書局(香港)有限公司,張曉風
C-D3436,足球芝道: 我是女裁判Gigi!,非凡出版,羅碧芝
C-D3437,香港島巴士路線與社區發展,中華書局(香港)有限公司,"陳志華, 陳信熙, 李青儀"
C-D3438,中華名人小故事6: 聶海勝,中華書局(香港)有限公司,徐青
C-D3439,文物這麼看: 認知中國國家博物館,中華教育,小草
C-D3440,文學緣情‧情緣草木3: 古風餘韻 辨析中國傳統文化中的植物,中華教育,潘富俊
C-D3441,點點綠紅: 探究中國古典文學中的植物名稱與食用植物,中華教育,潘富俊
C-D3442,中華名人小故事4：錢學森,中華教育,林帝浣
C-D3443,中華名人小故事4: 錢學森,中華教育,祁淑英
C-D3444,九龍區巴士路線與社區發展,中華書局(香港)有限公司,"陳志華, 陳信熙, 李青儀"
C-D3445,大英博物館‧生活在古代系列: 生活在古希臘,大石國際文化有限公司,亞曆珊卓‧維林
C-D3446,大英博物館‧生活在古代系列: 生活在古羅馬,大石國際文化有限公司,保羅.羅柏茲(Paul Roberts)
C-D3447,大英博物館‧生活在古代系列: 生活在古埃及,大石國際文化有限公司,安潔拉‧麥克唐納(Angela McDonald)
C-D3448,圖釋香港中式建築(第二版),中華書局(香港)有限公司,黃希欣
C-D3449,香港諸神: 起源、廟宇與崇拜,中華書局(香港)有限公司,
C-D3450,荷李活道: 尋覓往日風華,中華書局(香港)有限公司,"鄭宏泰, 周文港"
C-D3451,大館時代曲,三聯書店(香港)有限公司,飛天豬Flyingpig
C-D3452,香港中區街道故事,三聯書店(香港)有限公司,魯金
C-D3453,細說深涌: 大自然、生態與昄依,香港公教真理學會,天主教香港教區
C-D3454,細說深涌: 大自然、生態與昄依,香港公教真理學會,天主教香港教區
C-D3455,智慧城市4.0,Esri China(Hong Kong) Ltd.,鄧淑明
C-D3456,智慧城市4.0,Esri China(Hong Kong) Ltd.,鄧淑明
C-D3457,秦人行南北,中華書局(香港)有限公司,賈平凹
C-D3458,記憶深處的曲線,香港青年協會出版,尹芯妍
C-D3460,坐困愁城: 日佔香港的大眾生活,三聯書店(香港)有限公司,周家建
C-D3461,胡法光傳奇一生: 見證香港的發展、回歸和國家改革開放,香港城市大學出版社,胡曉明
C-D3462,如果沒有那兩分鐘,紅出版(青森文化),六月中
C-D3463,突破紛擾,天地圖書有限公司,葉劉淑儀
C-D3464,跟葉太學英語4: Regina's English Works for You4,天地圖書有限公司,葉劉淑儀
C-D3465,跟葉太學英語5: Regina's English Works for You5,天地圖書有限公司,葉劉淑儀
C-D3466,信我拆題4,信報,黃家樑
C-D3467,精編圖文本「本草綱目」,,沈連生
C-D3468,中藥材養生手冊(B卷),,劉飛龍
C-D3469,歷史旅程 新課題系列: 01 溫習筆記(三年級),雅集出版社有限公司,
C-D3470,歷史旅程 新課題系列: 04 工作紙(三年級),雅集出版社有限公司,
C-D3471,歷史旅程 新課題系列: 05 歷史技手冊 B冊(中三級適用),雅集出版社有限公司,
C-D3472,歷史旅程 新課題系列 三上,雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3473,歷史旅程 新課題系列 三上 作業(教師用書),雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3474,歷史旅程 新課題系列 三上(教師用書),雅集出版社有限公司,"鄭劍玲, 許家寶"
C-D3475,歷史旅程 新課題系列: 06工作紙,雅集出版社有限公司,
C-D3476,"魚塘綠悠遊 (Green Tour of Fish Ponds, a)",綠色力量,單家驊
C-D3477,齊來造堆肥 (Making Compost Together),綠色力量,陳達能
C-D3478,圖說中國外交一九四九-二00九,,宋榮華
C-D3479,被消失的人．情．味,突破出版社,周淑屏
C-D3480,西遊記: 取經的卡通,時報文化出版企業有限公司,黃慶萱、林明峪、龔鵬程
C-D3481,成語裏的家風二: 立志修身篇,中華教育,王立群
C-D3482,像她們這樣的兩個女子,中華書局(香港)有限公司,何福仁
C-D3483,活用四字詞語的寫作課,突破出版社,周淑屏
C-D3484,漫畫論語圖典,晶冠出版有限公司,周春才
C-D3485,淳分享,天窗出版社有限公司,歐鎧淳
C-D3486,中國世界遺產遊,香港中國旅遊出版社,中國旅遊編輯小組
C-D3487,誰偷走了我的快樂: 應對負面情緒自助手冊,突破出版社,"湯國鈞,李靜慧,李智群等"
C-D3488,文學大師的25堂寫作課,突破出版社,
C-D3489,棄貓: 關於父親，我想說的事,時報文化出版企業有限公司,
C-D3490,森林謎案,新雅文化,
C-D3491,莊子‧齊物論,香港莊子文化研究會,
C-D3492,莊子‧養生主,香港莊子文化研究會,
C-D3493,卡比解謎咖啡館(1): 誰偷走了時間?,小麥文化,祈碧思
C-D3494,來生再做香港人?,紅出版(青森文化),Law師奶
C-D3495,歷史檔案館,奇幻基地出版,薇多莉亞．舒瓦Victoria Schwab
C-D3496,莊子‧逍遙遊,香港莊子文化研究會,
C-D3497,偵探伽利略,獨步文化,東野圭吾
C-D3498,快樂養心2,亮光文化有限公司,柴醫(李廣冀醫師)
C-D3499,祛濕密碼: 逆齡養生小錦囊(疫下新版),亮光文化有限公司,柴醫(李廣冀醫師)
C-D3500,躍出彩虹,博顥出版有限公司,姚穗珍
C-D3501,為何永遠放不低?: 人生包袱整理法,亮光文化有限公司,陳塵Rap Chan
C-D3502,傾聽,天地圖書有限公司,龍應台
C-D3503,化蝶,香港閃小說學會,徐振邦
C-D3504,藝徒十三: 職涯規劃、美感心靈與個人成長,香港閃小說學會,張坎珍
C-D3505,舟遊亙古,香港海事博物館有限公司,丁新豹、李小燕、李白蘭等
C-D3506,我有四個腎,博藝集團有限公司,伍少敏
C-D3507,追夢少年,日月出版,
C-D3508,香港市區常見樹木圖鑑,香港特別行政區 漁農自然護理署,
